Country Name,year,total_gdp,population,income_per_person,co2_emissions,receipts_percent_total_exports,receipts_travel_items,receipts_passenger_transport_items,receipts_current_us,number_of_departures,number_of_arrivals,expenditures_passenger_transport_items,expenditures_percent_total_imports,expenditures_current_us
Norway,2004,338000000000.0,4630000.0,61900.0,9.5,3.25657918809582,2980000000.0,551000000.0,3531000000.0,2960000.0,3628000.0,405000000.0,12.1273075505027,8894000000.0
Nepal,2004,15900000000.0,25700000.0,2280.0,0.119,21.0709393202306,230000000.0,30000000.0,260000000.0,286000.0,385000.0,51000000.0,8.94021476424276,205000000.0
Nauru,2004,33000000.0,9850.0,5440.0,6.33,,,,,,,,,
New Zealand,2004,145000000000.0,4139999.9999999995,37300.0,9.1,16.9243498310544,5098000000.0,,5098000000.0,1733000.0,2334000.0,,7.55425335770869,2229000000.0
Oman,2004,48800000000.0,2510000.0,36400.0,11.7,4.25726787030213,411000000.0,190000000.0,601000000.0,,1407000.0,179000000.0,7.46494505857431,823000000.0
Pakistan,2004,188000000000.0,160000000.0,3710.0,0.841,4.77319225482482,179000000.0,586000000.0,765000000.0,,648000.0,344000000.0,7.32494206388876,1612000000.0
Panama,2004,26000000000.0,3330000.0,16300.0,2.03,10.2253425433133,651000000.0,252000000.0,903000000.0,256000.0,1004000.0,55000000.0,3.25548948609773,294000000.0
Peru,2004,108000000000.0,27900000.0,7520.0,1.32,8.44484230262939,1142000000.0,90000000.0,1232000000.0,1635000.0,1650000.0,209000000.0,6.91770370476409,852000000.0
Philippines,2004,179000000000.0,86300000.0,5050.0,0.849,7.33984398992691,2017000000.0,373000000.0,2390000000.0,1920000.0,2291000.0,251000000.0,3.81280763560952,1526000000.0
Palau,2004,261000000.0,19800.0,15400.0,11.1,,49000000.0,,,,89000.0,9199999.80926514,,18200000.7629395
Papua New Guinea,2004,12300000000.0,6490000.0,2880.0,0.675,0.25142304071058,5800000.19073486,1299999.95231628,7099999.90463257,,,699999.988079071,2.92563568166371,71900001.5258789
Poland,2004,327000000000.0,38400000.0,18900.0,8.41,7.42279541496397,5855000000.0,666000000.0,6521000000.0,37226000.0,61918000.0,317000000.0,5.34619953118266,5086000000.0
Portugal,2004,202000000000.0,10500000.0,31100.0,6.62,16.8826980918647,7678000000.0,1224000000.0,8902000000.0,,10639000.0,606000000.0,4.99703119876346,3370000000.0
Paraguay,2004,22800000000.0,5820000.0,8570.0,0.65,1.97878276854972,70000000.0,17000000.0,87000000.0,170000.0,2589000.0,50000000.0,3.64617076735321,121000000.0
Qatar,2004,49900000000.0,865000.0,87700.0,58.6,,498000000.0,,,,,,,
Romania,2004,134000000000.0,21400000.0,16800.0,4.8,2.31502669717773,503000000.0,104000000.0,607000000.0,6972000.0,6600000.0,133000000.0,2.02714932126697,672000000.0
Rwanda,2004,4040000000.0,8840000.0,1150.0,0.0583,,44000000.0,,,,,,,
Saudi Arabia,2004,445000000000.0,23800000.0,38000.0,16.6,,6486000000.0,,,4234000.0,11083000.0,,,
Sudan,2004,50100000000.0,30900000.0,4540.0,0.324,0.54946780118685,21000000.0,,21000000.0,,61000.0,,3.78436840826455,176000000.0
Senegal,2004,12600000000.0,11100000.0,2760.0,0.5,13.1034214318138,211000000.0,75000000.0,286000000.0,,677000.0,81000000.0,4.3176395264853,138000000.0
Singapore,2004,178000000000.0,4270000.0,67100.0,7.12,2.1644241189008,5327000000.0,,5327000000.0,5165000.0,8329000.0,,4.30595822094702,9291000000.0
Solomon Islands,2004,858000000.0,470000.0,2120.0,0.343,3.02297027556718,3500000.0,19999.9995529652,3519999.98092651,,5599.99990463257,3299999.95231628,7.55929129711248,12300000.1907349
Sierra Leone,2004,2660000000.0,5650000.0,1240.0,0.0818,27.9359186929897,58000000.0,,58000000.0,28000.0,,300000.011920929,8.4464231823456,30299999.2370605
El Salvador,2004,19000000000.0,6050000.0,6900.0,1.04,26.4091639195426,453000000.0,295000000.0,748000000.0,1079000.0,1030000.0,81000000.0,6.69503208062102,373000000.0
Somalia,2004,,10400000.0,826.0,0.0569,,,,,,,,,
Serbia,2004,32799999999.999996,9190000.0,12300.0,5.62,,,,220000000.0,,392000.0,,,208000000.0
South Sudan,2004,,7540000.0,3810.0,0.121,,,,,,,,,
Sao Tome and Principe,2004,190000000.0,157000.0,2890.0,0.489,51.0973272537231,7699999.80926514,,7700000.0,,10600.0003814697,1500000.0,3.89770028830286,2099999.90463257
Suriname,2004,3770000000.0,499000.0,15900.0,3.18,,17000000.0,35000000.0,52000000.0,,,71000000.0,,85000000.0
Slovak Republic,2004,61400000000.0,5400000.0,20100.0,7.94,2.35659059375312,905000000.0,26000000.0,931000000.0,,,155000000.0,2.18212274197297,900000000.0
Slovenia,2004,38500000000.0,1990000.0,31100.0,8.5,8.86142275921588,1624000000.0,101000000.0,1725000000.0,,1499000.0,69000000.0,4.7150822245929,937000000.0
Sweden,2004,415000000000.0,9040000.0,45400.0,5.96,4.76724868507879,6198000000.0,1488000000.0,7686000000.0,,4676000.0,923000000.0,8.2570918635365,11088000000.0
Eswatini,2004,2990000000.0,1030000.0,6550.0,1.0,3.78965762371172,75000000.0,100000.001490116,75099998.4741211,,,6000000.0,2.67484066541695,54000000.0
Seychelles,2004,876000000.0,88700.0,18300.0,7.78,40.7837289848844,172000000.0,84000000.0,256000000.0,48000.0,126000.0,19000000.0,7.88567244564829,53000000.0
Chad,2004,6830000000.0,10100000.0,1620.0,0.0759,,,,,,26000.0,,,
Togo,2004,2630000000.0,5610000.0,1570.0,0.307,3.32296145246722,19000000.0,6000000.0,25000000.0,,83000.0,30000000.0,3.47181160127997,38000000.0
Thailand,2004,289000000000.0,65400000.00000001,12300.0,3.43,11.4489821404166,10043000000.0,3011000000.0,13054000000.0,2709000.0,11737000.0,829000000.0,4.9808625862229,5343000000.0
Tajikistan,2004,4280000000.0000005,6790000.0,1920.0,0.357,0.786987650071344,1200000.04768372,8399999.61853027,9600000.38146973,,,,,
Turkmenistan,2004,13300000000.0,4750000.0,5630.0,10.2,,,,,32000.0,,,,
Timor-Leste,2004,914000000.0,995000.0,2270.0,0.177,,,,,,,,,
Tonga,2004,391000000.0,101000.0,5310.0,1.13,29.2129023632291,12800000.1907349,300000.011920929,13100000.3814697,,51000.0,10100000.3814697,12.9069209323243,16200000.7629395
Trinidad and Tobago,2004,19900000000.0,1300000.0,24400.0,29.4,7.69224657874852,341000000.0,227000000.0,568000000.0,,501000.0,45000000.0,2.68566313022609,141000000.0
Tunisia,2004,33900000000.0,10100000.0,9090.0,2.21,18.01138689025,1970000000.0,462000000.0,2432000000.0,2312000.0,5998000.0,87000000.0,3.01126940266956,427000000.0
Tuvalu,2004,27200000.0,10000.0,3170.0,1.1,,1299999.95231628,,,2299.99995231628,1299.99995231628,800000.011920929,18.5871031806983,4599999.90463257
Tanzania,2004,25900000000.0,38500000.0,1720.0,0.14,29.136595975605,746000000.0,16000000.0,762000000.0,,583000.0,25000000.0,13.5934200021083,470000000.0
Uganda,2004,16899999999.999998,27700000.0,1490.0,0.0761,23.6689222286873,267000000.0,1000000.0,268000000.0,231000.0,512000.0,50000000.0,8.23220929522677,158000000.0
Ukraine,2004,101000000000.0,46900000.0,11300.0,6.68,7.42758673120296,2560000000.0,371000000.0,2931000000.0,,18583000.0,197000000.0,7.71439343406514,2660000000.0
Uruguay,2004,33799999999.999996,3320000.0,14600.0,1.73,13.8844347855874,494000000.0,97000000.0,591000000.0,569000.0,1871000.0,73000000.0,7.06667032031791,267000000.0
United States,2004,15600000000000.0,295000000.0,54400.0,20.8,9.17798755437151,85648000000.0,21562000000.0,107210000000.0,79655000.0,67606000.0,23011000000.0,5.24707215588486,93343000000.0
Uzbekistan,2004,40800000000.0,26400000.0,3630.0,4.43,,28000000.0,29000000.0,57000000.0,455000.0,262000.0,,,
St. Vincent and the Grenadines,2004,670000000.0,109000.0,10700.0,2.03,,96000000.0,,,,262000.0,,,
Vietnam,2004,107000000000.0,83800000.0,3930.0,1.13,5.60094886663152,,,1700000000.0,,2928000.0,,,
Vanuatu,2004,549000000.0,209000.0,2840.0,0.28,57.9719509628062,75000000.0,18000000.0,93000000.0,13000.0,99000.0,2000000.0,8.39975787390597,15000000.0
Samoa,2004,725000000.0,180000.0,5940.0,0.898,65.5786042794434,69000000.0,1000000.0,70000000.0,54000.0,,6500000.0,6.03026922291512,11899999.6185303
South Africa,2004,268000000000.0,47900000.0,12500.0,8.69,12.9560487575319,6513000000.0,1058000000.0,7571000000.0,,6815000.0,1080000000.0,7.20010130439345,4237000000.0
Zambia,2004,10900000000.0,11900000.0,2360.0,0.189,,92000000.0,,,,515000.0,31000000.0,3.9554051070719,86000000.0
Zimbabwe,2004,13700000000.0,12100000.0,2920.0,0.887,,,,194000000.0,498000.0,1854000.0,,,
Afghanistan,2005,9350000000.0,26400000.0,1320.0,0.0622,,,,,,,,,
Angola,2005,69800000000.0,20100000.0,5610.0,1.1,0.4241085211113,88000000.0,15000000.0,103000000.0,,210000.0,61000000.0,0.891429156256578,135000000.0
Albania,2005,8529999999.999999,3060000.0,8570.0,1.27,60.2421079564304,854000000.0,26000000.0,880000000.0,2097000.0,748000.0,22000000.0,23.0834119188353,808000000.0
Andorra,2005,3290000000.0,81000.0,48400.0,6.75,,,,,,11049000.0,,,
United Arab Emirates,2005,271000000000.0,5300000.0,86400.0,23.0,,,,3218000000.0,,,,,6186000000.0
Argentina,2005,470000000000.0,39300000.0,20800.0,4.45,6.84335415200094,2729000000.0,480000000.0,3209000000.0,4481000.0,3823000.0,764000000.0,10.2135270895557,3554000000.0
Armenia,2005,7980000000.0,2960000.0,8460.0,1.49,16.6569781309192,223000000.0,20000000.0,243000000.0,269000.0,319000.0,48000000.0,11.376606462776,255000000.0
Antigua and Barbuda,2005,1390000000.0,82700.0,21800.0,5.36,,309000000.0,,,,712000.0,,,
Australia,2005,1050000000000.0,20500000.0,42700.0,19.1,14.3464235453512,16750000000.0,2969000000.0,19719000000.0,4756000.0,5499000.0,4404000000.0,10.6086965040116,16153000000.0
Austria,2005,351000000000.0,8289999.999999999,50800.0,9.31,11.6184902947671,16243000000.0,2228000000.0,18471000000.0,8206000.0,19952000.0,1761000000.0,7.43995447611486,11077000000.0
Azerbaijan,2005,29700000000.0,8630000.0,9450.0,4.54,1.22857307134914,78000000.0,22000000.0,100000000.0,1830000.0,1177000.0,24000000.0,2.76046653646466,188000000.0
Burundi,2005,2300000000.0,7610000.0,815.0,0.0246,1.9875644904136,1500000.0,400000.005960464,1899999.97615814,,148000.0,2000000.0,19.1954763856734,62000000.0
Belgium,2005,413000000000.0,10600000.0,47200.0,11.7,3.81544361542395,9845000000.0,1036000000.0,10881000000.0,9327000.0,6747000.0,1823000000.0,6.06452731446077,16771000000.0
Benin,2005,7830000000.0,8220000.000000001,2610.0,0.452,13.9474275873578,103000000.0,4699999.80926514,107699996.948242,,960000.0,31000000.0,5.06527669775771,58000000.0
Burkina Faso,2005,7390000000.0,13800000.0,1580.0,0.0982,8.43405095850513,45000000.0,1000000.0,46000000.0,,245000.0,28000000.0,5.30761387809165,74000000.0
Bangladesh,2005,114000000000.0,141000000.0,2400.0,0.296,0.777142605494865,75000000.0,7000000.0,82000000.0,1767000.0,208000.0,230000000.0,2.52239668635981,371000000.0
Bulgaria,2005,42800000000.0,7630000.0,15900.0,6.8,18.956278381681,2412000000.0,651000000.0,3063000000.0,4235000.0,7282000.0,549000000.0,9.01582061019393,1858000000.0
Bahrain,2005,21200000000.0,958000.0,46900.0,20.3,11.96543166416,920000000.0,683000000.0,1603000000.0,,6313000.0,160000000.0,5.5798753845756,574000000.0
Bosnia and Herzegovina,2005,13900000000.0,3770000.0,9860.0,4.62,15.7155037651777,519000000.0,38000000.0,557000000.0,,217000.0,36000000.0,2.00258552313115,158000000.0
Belarus,2005,41200000000.0,9520000.0,13200.0,6.82,1.97305018732572,253000000.0,93000000.0,346000000.0,6596000.0,4738000.0,68000000.0,3.00092470354237,516000000.0
Belize,2005,1420000000.0,291000.0,7520.0,1.52,,214000000.0,,,,1037000.0,3000000.0,6.40108220997538,45000000.0
Bolivia,2005,21200000000.0,9400000.0,5920.0,1.59,10.5202395482619,239000000.0,106000000.0,345000000.0,386000.0,524000.0,71000000.0,8.97175787695801,257000000.0
Brazil,2005,1420000000000.0,188000000.0,12900.0,1.82,3.11717541258031,3861000000.0,307000000.0,4168000000.0,3364000.0,5358000.0,1185000000.0,6.03335393366201,5905000000.0
Barbados,2005,4950000000.0,277000.0,16600.0,4.84,51.3432413790437,897000000.0,8000000.0,905000000.0,,1111000.0,57000000.0,7.81550217154281,158000000.0
Bhutan,2005,1030000000.0,657000.0,5760.0,0.568,,,,19000000.0,,13600.0003814697,,,
Botswana,2005,9720000000.0,1840000.0,12300.0,2.25,10.6832879446458,562000000.0,1000000.0,563000000.0,,1684000.0,1000000.0,8.21586511796807,283000000.0
Central African Republic,2005,1920000000.0,4120000.0,1060.0,0.0605,,5000000.0,2200000.04768372,7199999.80926514,8000.0,12000.0,2000000.0,,46000000.0
Canada,2005,1300000000000.0,32500000.0,43400.0,17.6,3.68825996279489,13655000000.0,2236000000.0,15891000000.0,,36160000.0,4719000000.0,5.90536053070774,22746000000.0
Switzerland,2005,594000000000.0,7460000.0,63700.0,6.09,5.32965904814065,9891000000.0,2023000000.0,11914000000.0,,7229000.0,1931000000.0,5.59535133556449,11218000000.0
Chile,2005,178000000000.0,16399999.999999998,19600.0,3.91,3.283928583415,1001000000.0,607000000.0,1608000000.0,2031000.0,,304000000.0,2.91629272780071,1114000000.0
China,2005,4980000000000.0,1340000000.0,5980.0,4.77,,29296000000.0,,,31026000.0,120292000.0,,,
Cote d'Ivoire,2005,29500000000.0,18800000.0,2730.0,0.363,1.09067506657074,83000000.0,10000000.0,93000000.0,,,195000000.0,7.44798769356133,549000000.0
Cameroon,2005,22400000000.0,18200000.0,3180.0,0.206,5.40497240696753,175000000.0,54000000.0,229000000.0,,,125000000.0,11.0387897334001,480000000.0
"Congo, Dem. Rep.",2005,21000000000.0,56600000.0,794.0,0.0275,0.116533139111435,3200000.04768372,,3200000.0,,61000.0,,1.39910871592911,54000000.0
"Congo, Rep.",2005,8490000000.0,3750000.0,4840.0,0.296,,40000000.0,,,,,,,
Colombia,2005,200000000000.0,43200000.0,10600.0,1.44,7.66679008779926,1539000000.0,352000000.0,1891000000.0,1553000.0,981000.0,435000000.0,7.62755605350579,1934000000.0
Comoros,2005,742000000.0,626000.0,2820.0,0.258,42.71282817901,24000000.0,400000.005960464,24399999.6185303,,25899.9996185303,9500000.0,13.7969023012673,19100000.3814697
Costa Rica,2005,39600000000.0,4350000.0,15000.0,1.6,22.906577703843,1869000000.0,139000000.0,2008000000.0,487000.0,1959000.0,128000000.0,6.47550804128426,591000000.0
Cuba,2005,65400000000.00001,11300000.0,6300.0,2.34,,2322000000.0,269000000.0,2591000000.0,162000.0,2319000.0,,,
Cyprus,2005,19800000000.0,1050000.0,38800.0,7.84,32.8582578213493,2318000000.0,326000000.0,2644000000.0,914000.0,2657000.0,69000000.0,11.779437817332,1001000000.0
Germany,2005,3020000000000.0,81500000.0,45700.0,10.8,3.74397094257305,29111000000.0,11407000000.0,40518000000.0,86622000.0,21500000.0,10346000000.0,9.05381167503441,84513000000.0
Djibouti,2005,,795000.0,3290.0,0.517,2.46641731821736,7099999.90463257,,7100000.0,,30200.0007629395,11500000.0,3.98775606489159,14399999.6185303
Dominica,2005,480000000.0,70700.0,10600.0,2.02,44.0639168444313,57000000.0,,57000000.0,,381000.0,,,
Denmark,2005,292000000000.0,5440000.0,53300.0,10.9,4.22177176388086,5293000000.0,,5293000000.0,5469000.0,26927000.0,,6.18173544859804,6850000000.0
Dominican Republic,2005,46200000000.0,9220000.0,11100.0,2.11,46.4324367130375,3518000000.0,,3518000000.0,419000.0,3981000.0,159000000.0,5.77760189948556,511000000.0
Algeria,2005,126000000000.0,33600000.0,10500.0,2.98,0.976638479965647,184000000.0,293000000.0,477000000.0,1513000.0,1443000.0,290000000.0,2.67857142857155,660000000.0
Ecuador,2005,70600000000.0,14100000.0,9760.0,2.03,4.25094060604746,486000000.0,2000000.0,488000000.0,664000.0,860000.0,215000000.0,5.43400070000415,644000000.0
Eritrea,2005,2130000000.0,2920000.0,2480.0,0.187,,,,66000000.0,,83000.0,,,
Spain,2005,1190000000000.0,44700000.0,38900.0,8.04,,51959000000.0,,,,92563000.0,,,
Estonia,2005,21800000000.0,1350000.0,28800.0,12.2,13.3562407102987,971000000.0,258000000.0,1229000000.0,,,91000000.0,5.35013863823417,530000000.0
Ethiopia,2005,26300000000.0,78500000.0,930.0,0.0678,27.6239700834372,168000000.0,365000000.0,533000000.0,,227000.0,,,
Finland,2005,232000000000.0,5280000.0,46400.0,13.0,3.7289790290503,2180000000.0,889000000.0,3069000000.0,6668000.0,3140000.0,564000000.0,4.98588532264379,3620000000.0
Fiji,2005,3820000000.0,828000.0,10800.0,1.45,44.8259685605622,485000000.0,237000000.0,722000000.0,109000.0,547000.0,26000000.0,6.96574804872727,132000000.0
France,2005,2280000000000.0,61500000.0,42400.0,6.77,8.79188234690735,43937000000.0,8189000000.0,52126000000.0,,185829000.0,7286000000.0,6.51296096710788,38633000000.0
"Micronesia, Fed. Sts.",2005,321000000.0,105000.0,3610.0,1.15,,,,21000000.0,,19000.0,,,6900000.09536743
Gabon,2005,10100000000.0,1430000.0,14900.0,2.9,0.232043529593386,9000000.0,4000000.0,13000000.0,,526000.0,72000000.0,14.4600098264631,346000000.0
United Kingdom,2005,2670000000000.0,60800000.0,43600.0,9.33,,32780000000.0,,,66494000.0,29970000.0,,,
Georgia,2005,9950000000.0,4190000.0000000005,8050.0,1.46,13.3376585507303,241000000.0,46000000.0,287000000.0,857000.0,560000.0,68000000.0,7.25392817087007,237000000.0
Ghana,2005,27300000000.0,22400000.0,3290.0,0.41,22.181372324166,836000000.0,31000000.0,867000000.0,,429000.0,169000000.0,7.12947788853624,472000000.0
Guinea,2005,6090000000.0,9310000.0,1780.0,0.203,,,5599999.90463257,,,45000.0,9000000.0,3.69808089065359,38000000.0
Guinea-Bissau,2005,774000000.0,1380000.0,1680.0,0.157,,1600000.02384186,,,,5000.0,9100000.38146973,12.7993535561529,18899999.6185303
Equatorial Guinea,2005,10400000000.0,784000.0,33300.0,10.4,,,,,,,,,
Greece,2005,258000000000.0,11200000.0,36500.0,10.1,26.1226380203413,13336000000.0,119000000.0,13455000000.0,,15938000.0,6000000.0,4.57146766368702,3044000000.0
Grenada,2005,860000000.0,105000.0,13600.0,2.2,47.6922118103128,71000000.0,,71000000.0,,380000.0,,,
Guatemala,2005,45300000000.0,13400000.0,6970.0,0.91,11.6885611691517,791000000.0,,791000000.0,982000.0,1316000.0,111000000.0,4.79292233123418,532000000.0
Guyana,2005,3090000000.0,746000.0,8370.0,1.73,,35000000.0,,,,117000.0,,,
Honduras,2005,15600000000.0,7630000.0,4730.0,0.978,12.6638741891698,463000000.0,2000000.0,465000000.0,,1118000.0,59000000.0,5.94696838923452,321000000.0
Croatia,2005,51600000000.0,4370000.0,24900.0,5.4,45.9021032414287,7370000000.0,255000000.0,7625000000.0,,45762000.0,32000000.0,3.80845706220229,786000000.0
Haiti,2005,12000000000.0,9340000.0,2880.0,0.223,13.2213922126,80000000.0,,80000000.0,,480000.0,119000000.0,9.39078623548206,174000000.0
Hungary,2005,118000000000.0,10100000.0,25400.0,5.96,6.50238378824073,4120000000.0,641000000.0,4761000000.0,17759000.0,36173000.0,444000000.0,3.65822344281759,2721000000.0
Indonesia,2005,525000000000.0,229000000.0,6970.0,1.51,5.38025440042541,4522000000.0,572000000.0,5094000000.0,4106000.0,5002000.0,1156000000.0,5.49448527301521,4740000000.0
India,2005,1180000000000.0,1170000000.0,3450.0,1.11,4.9546508845687,7493000000.0,166000000.0,7659000000.0,7185000.0,3919000.0,2090000000.0,4.55134404497141,8277000000.0
Ireland,2005,216000000000.0,4230000.0,58200.0,11.3,4.16728361208777,4781000000.0,1998000000.0,6779000000.0,6113000.0,7333000.0,112000000.0,4.44634170544845,6185000000.0
Iraq,2005,99400000000.0,27400000.0,8080.0,3.58,0.773305172829549,168000000.0,18000000.0,186000000.0,,,188000000.0,2.40260262791847,627000000.0
Iceland,2005,15400000000.0,300000.0,50000.0,10.5,12.4249203845757,413000000.0,222000000.0,635000000.0,364000.0,429000.0,11000000.0,13.9833745992281,991000000.0
Israel,2005,211000000000.0,6680000.0,31200.0,9.31,6.45727864448807,3189000000.0,561000000.0,3750000000.0,3687000.0,1916000.0,885000000.0,7.12076270822563,4146000000.0
Italy,2005,1960000000000.0,58500000.0,44900.0,8.36,8.40022904974237,35310000000.0,3054000000.0,38364000000.0,43407000.0,59230000.0,4402000000.0,5.81896943082816,26764000000.0
Jamaica,2005,14500000000.0,2750000.0,10200.0,4.15,44.6420410321829,1545000000.0,238000000.0,1783000000.0,,2615000.0,41000000.0,4.85962426373811,290000000.0
Jordan,2005,27100000000.0,5990000.0,11000.0,3.43,26.1996806789773,1441000000.0,318000000.0,1759000000.0,1523000.0,5817000.0,68000000.0,5.5062248541158,653000000.0
Japan,2005,4290000000000.0,128000000.0,38800.0,9.88,2.31134163186982,12430000000.0,3124000000.0,15554000000.0,17404000.0,6728000.0,10531000000.0,7.97571173062786,48096000000.0
Kazakhstan,2005,120000000000.0,15600000.0,18100.0,13.3,2.63603672797569,701000000.0,100000000.0,801000000.0,,4365000.0,187000000.0,3.69221604367433,940000000.0
Kenya,2005,46600000000.0,37600000.0,3450.0,0.248,18.1384552271111,579000000.0,390000000.0,969000000.0,,1479000.0,,,
Kyrgyz Republic,2005,4370000000.0,5120000.0,3590.0,1.06,9.9339136767455,73000000.0,21000000.0,94000000.0,,319000.0,36000000.0,6.7344814111806,94000000.0
Cambodia,2005,10200000000.0,13500000.0,2660.0,0.223,23.0745085308988,840000000.0,89000000.0,929000000.0,568000.0,1422000.0,41000000.0,3.00433589575776,137000000.0
Kiribati,2005,141000000.0,94300.0,2100.0,0.7,,,,3099999.90463257,,50200.0007629395,,,9300000.19073486
St. Kitts and Nevis,2005,805000000.0,47300.0,22600.0,4.26,53.3843745690605,121000000.0,,121000000.0,,365000.0,,,
Kuwait,2005,97300000000.0,2370000.0,75200.0,30.9,0.824723373408285,165000000.0,248000000.0,413000000.0,2173000.0,3474000.0,465000000.0,21.0239326830252,4997000000.0
Lebanon,2005,31900000000.0,4760000.0,14300.0,3.11,45.1339004803129,5532000000.0,437000000.0,5969000000.0,,1140000.0,657000000.0,21.1580494680142,3565000000.0
Liberia,2005,1920000000.0,3330000.0,1310.0,0.202,19.3920983936474,67000000.0,,67000000.0,,,17000000.0,2.84026013313403,33000000.0
Libya,2005,48300000000.0,5890000.0,20900.0,8.95,1.02440186502399,250000000.0,51000000.0,301000000.0,,,240000000.0,6.80322413665607,920000000.0
St. Lucia,2005,1680000000.0,165000.0,14100.0,2.22,72.7735624962139,382000000.0,,382000000.0,,720000.0,,,
Sri Lanka,2005,47200000000.0,19700000.0,7420.0,0.599,9.24322606817573,429000000.0,300000000.0,729000000.0,727000.0,669000.0,238000000.0,5.48404131112821,552000000.0
Lesotho,2005,1740000000.0,1990000.0,2060.0,1.02,,27000000.0,,,,304000.0,9000000.0,16.3544656044166,271000000.0
Lithuania,2005,34900000000.0,3300000.0,23000.0,4.36,,920000000.0,,,,,,,
Luxembourg,2005,49900000000.0,466000.0,113000.0,25.7,6.71484770090614,3521000000.0,249000000.0,3770000000.0,1185000.0,913000.0,50000000.0,6.54894852779627,3015000000.0
Latvia,2005,26400000000.0,2230000.0,23000.0,3.74,6.13509194421241,341000000.0,105000000.0,446000000.0,2959000.0,3791000.0,71000000.0,6.74729631254136,655000000.0
Morocco,2005,70100000000.0,30800000.0,5560.0,1.54,32.7022972875271,4610000000.0,816000000.0,5426000000.0,2247000.0,6077000.0,387000000.0,4.86290513581999,999000000.0
Moldova,2005,5770000000.0,4150000.0000000005,7600.0,1.21,10.3586494723094,103000000.0,35000000.0,138000000.0,,67000.0,29000000.0,6.68118186177028,170000000.0
Madagascar,2005,9110000000.0,18900000.0,1600.0,0.0883,20.7537243298333,209000000.0,66000000.0,275000000.0,,,89000000.0,7.62576640050424,164000000.0
Maldives,2005,2660000000.0,327000.0,15500.0,2.32,,826000000.0,,,77000.0,395000.0,24000000.0,10.8226135236003,94000000.0
Mexico,2005,983000000000.0,108000000.0,18300.0,4.43,5.55455481576334,11803000000.0,998000000.0,12801000000.0,128392000.0,103146000.0,1351000000.0,3.65204939340825,8951000000.0
Marshall Islands,2005,170000000.0,55800.0,3410.0,2.17,11.0848532661,3200000.04768372,490000.009536743,3690000.05722046,,9199.99980926514,11100000.3814697,18.9135153644764,25500000.0
North Macedonia,2005,7710000000.0,2060000.0,11800.0,5.3,5.54125488870098,89000000.0,27000000.0,116000000.0,,197000.0,35000000.0,3.04333557377683,97000000.0
Mali,2005,9200000000.0,13200000.0,1980.0,0.0819,10.8306904205904,148000000.0,1000000.0,149000000.0,,143000.0,56000000.0,7.25102234827478,133000000.0
Malta,2005,7510000000.0,406000.0,29600.0,6.41,13.7977908931556,755000000.0,169000000.0,924000000.0,,1484000.0,43000000.0,4.47205832443363,311000000.0
Myanmar,2005,30100000000.0,49300000.0,1870.0,0.259,2.19397190483303,67000000.0,16000000.0,83000000.0,,660000.0,3000000.0,1.68697422025122,34000000.0
Montenegro,2005,3340000000.0,618000.0,15200.0,3.34,,,,,,272000.0,,,
Mongolia,2005,5670000000.0,2560000.0,6300.0,3.68,13.7111896769505,177000000.0,26000000.0,203000000.0,,345000.0,16000000.0,9.06515401718743,142000000.0
Mozambique,2005,8630000000.0,21100000.0,876.0,0.0909,6.61164841899537,130000000.0,8000000.0,138000000.0,,954000.0,11000000.0,6.46857435495172,187000000.0
Mauritania,2005,4930000000.0,3110000.0,5230.0,0.457,,,,,,,,,
Mauritius,2005,8140000000.000001,1230000.0,14200.0,2.96,31.6521617059891,871000000.0,318000000.0,1189000000.0,183000.0,782000.0,20000000.0,7.13775839353613,295000000.0
Malawi,2005,3820000000.0,13000000.0,1130.0,0.0708,7.88580106403347,29000000.0,19000000.0,48000000.0,,438000.0,30000000.0,6.41548448851934,84000000.0
Malaysia,2005,197000000000.0,26200000.0,18800.0,6.83,6.43869095386297,8846000000.0,1543000000.0,10389000000.0,,16431000.0,628000000.0,3.32293955962209,4339000000.0
Namibia,2005,7640000000.0,1970000.0,8440.0,1.18,14.6307945732362,348000000.0,14000000.0,362000000.0,,856000.0,,,
Niger,2005,5930000000.0,14100000.0,980.0,0.0486,7.7655578340684,43000000.0,899999.976158142,43900001.5258789,,58000.0,12000000.0,4.00303166497667,42000000.0
Nigeria,2005,287000000000.0,143000000.0,4130.0,0.687,0.243885123708351,54000000.0,85000000.0,139000000.0,,2778000.0,261000000.0,1.53555807416112,501000000.0
Nicaragua,2005,8910000000.0,5510000.0,4440.0,0.802,,206000000.0,,,740000.0,804000.0,71000000.0,5.67863151991026,162000000.0
Netherlands,2005,713000000000.0,16399999.999999998,51100.0,10.5,,8770000000.0,,,17039000.0,10012000.0,,,
Norway,2005,346000000000.0,4670000.0,62800.0,9.53,3.18499787248662,3494000000.0,749000000.0,4243000000.0,3166000.0,3824000.0,722000000.0,12.3998916300536,10400000000.0
Nepal,2005,16399999999.999998,26100000.0,2330.0,0.0971,12.4685602767347,131000000.0,29000000.0,160000000.0,373000.0,375000.0,58000000.0,8.15139473875173,221000000.0
Nauru,2005,36100000.0,9830.0,5960.0,4.48,,,,,,,,,
New Zealand,2005,149000000000.0,4190000.0000000005,37900.0,8.96,20.1637405389033,6486000000.0,,6486000000.0,1872000.0,2366000.0,,7.98510169716655,2671000000.0
