Country Name,year,total_gdp,population,income_per_person,co2_emissions,receipts_percent_total_exports,receipts_travel_items,receipts_passenger_transport_items,receipts_current_us,number_of_departures,number_of_arrivals,expenditures_passenger_transport_items,expenditures_percent_total_imports,expenditures_current_us
Cote d'Ivoire,1962,7000000000.0,3920000.0,2760.0,0.159,,,,,,,,,
Cameroon,1962,5220000000.0,5520000.0,2670.0,0.0545,,,,,,,,,
"Congo, Dem. Rep.",1962,21800000000.0,16500000.0,2700.0,0.139,,,,,,,,,
"Congo, Rep.",1962,1370000000.0,1100000.0,2430.0,0.214,,,,,,,,,
Colombia,1962,35000000000.0,17600000.0,4780.0,1.21,,,,,,,,,
Comoros,1962,,200000.0,1390.0,0.0549,,,,,,,,,
Costa Rica,1962,5500000000.0,1490000.0,5480.0,0.405,,,,,,,,,
Cuba,1962,,7620000.0,3440.0,1.71,,,,,,,,,
Cyprus,1962,,578000.0,5350.0,1.71,,,,,,,,,
Germany,1962,,75100000.0,15900.0,12.6,,,,,,,,,
Djibouti,1962,,101000.0,4760.0,0.656,,,,,,,,,
Dominica,1962,,62900.0,2450.0,0.233,,,,,,,,,
Denmark,1962,93800000000.0,4690000.0,18300.0,8.69,,,,,,,,,
Dominican Republic,1962,5520000000.0,3640000.0,2760.0,0.343,,,,,,,,,
Algeria,1962,22400000000.0,11900000.0,4870.0,0.455,,,,,,,,,
Ecuador,1962,13200000000.0,4950000.0,4360.0,0.363,,,,,,,,,
Eritrea,1962,,1090000.0,1130.0,,,,,,,,,,
Spain,1962,255000000000.0,31400000.0,7900.0,1.87,,,,,,,,,
Estonia,1962,,1260000.0,7690.0,9.66,,,,,,,,,
Ethiopia,1962,,23800000.0,924.0,0.0177,,,,,,,,,
Finland,1962,57900000000.0,4530000.0,13000.0,4.28,,,,,,,,,
Fiji,1962,986000000.0,436000.0,4670.0,0.555,,,,,,,,,
France,1962,621000000000.0,47600000.0,15500.0,7.03,,,,,,,,,
"Micronesia, Fed. Sts.",1962,,48900.0,1700.0,,,,,,,,,,
Gabon,1962,2220000000.0,518000.0,7710.0,0.142,,,,,,,,,
United Kingdom,1962,851000000000.0,53500000.0,17000.0,11.3,,,,,,,,,
Georgia,1962,,4220000.0,5670.0,3.04,,,,,,,,,
Ghana,1962,8610000000.0,7300000.0,2660.0,0.236,,,,,,,,,
Guinea,1962,,3670000.0,1650.0,0.19,,,,,,,,,
Guinea-Bissau,1962,,635000.0,1260.0,0.0751,,,,,,,,,
Equatorial Guinea,1962,,266000.0,1730.0,0.0965,,,,,,,,,
Greece,1962,53300000000.0,8390000.0,7340.0,1.46,,,,,,,,,
Grenada,1962,,93400.0,2300.0,0.157,,,,,,,,,
Guatemala,1962,9060000000.0,4600000.0,4340.0,0.331,,,,,,,,,
Guyana,1962,1440000000.0,623000.0,3140.0,0.99,,,,,,,,,
Honduras,1962,2760000000.0,2220000.0,2570.0,0.321,,,,,,,,,
Croatia,1962,,4280000.0,7040.0,1.6,,,,,,,,,
Haiti,1962,6870000000.0,4099999.9999999995,2120.0,0.0608,,,,,,,,,
Hungary,1962,,10100000.0,8000.0,5.57,,,,,,,,,
Indonesia,1962,55600000000.0,95000000.0,1810.0,0.24,,,,,,,,,
India,1962,154000000000.0,479000000.0,1410.0,0.322,,,,,,,,,
Ireland,1962,,2800000.0,9120.0,4.8,,,,,,,,,
Iraq,1962,,7890000.0,5320.0,1.19,,,,,,,,,
Iceland,1962,,186000.0,14400.0,7.01,,,,,,,,,
Israel,1962,,2330000.0,10300.0,3.53,,,,,,,,,
Italy,1962,590000000000.0,50900000.0,13700.0,3.24,,,,,,,,,
Jamaica,1962,,1700000.0,5220.0,1.41,,,,,,,,,
Jordan,1962,,1050000.0,4970.0,1.16,,,,,,,,,
Japan,1962,772000000000.0,96400000.0,9450.0,3.37,,,,,,,,,
Kazakhstan,1962,,11100000.0,9680.0,9.71,,,,,,,,,
Kenya,1962,6700000000.0,8930000.0,1800.0,0.32,,,,,,,,,
Kyrgyz Republic,1962,,2400000.0,5010.0,4.15,,,,,,,,,
Cambodia,1962,,6180000.0,1320.0,0.0629,,,,,,,,,
Kiribati,1962,,44300.0,3520.0,0.413,,,,,,,,,
St. Kitts and Nevis,1962,,50500.0,3750.0,,,,,,,,,,
Kuwait,1962,,379000.0,67500.0,45.0,,,,,,,,,
Lebanon,1962,,1980000.0,6940.0,1.52,,,,,,,,,
Liberia,1962,,1190000.0,2040.0,0.298,,,,,,,,,
Libya,1962,,1610000.0,4350.0,0.91,,,,,,,,,
St. Lucia,1962,,93200.0,2350.0,0.236,,,,,,,,,
Sri Lanka,1962,6640000000.0,10600000.0,2360.0,0.239,,,,,,,,,
Lesotho,1962,251000000.0,886000.0,697.0,,,,,,,,,,
Lithuania,1962,,2890000.0,9600.0,5.02,,,,,,,,,
Luxembourg,1962,8720000000.0,324000.0,20800.0,35.3,,,,,,,,,
Latvia,1962,,2210000.0,8240.0,3.51,,,,,,,,,
Morocco,1962,,13500000.0,2480.0,0.294,,,,,,,,,
Moldova,1962,,3210000.0,5460.0,4.0,,,,,,,,,
Madagascar,1962,4290000000.0,5490000.0,2080.0,0.0842,,,,,,,,,
Maldives,1962,,97500.0,2760.0,,,,,,,,,,
Mexico,1962,168000000000.0,41500000.0,6140.0,1.6,,,,,,,,,
Marshall Islands,1962,,16100.000000000002,2070.0,,,,,,,,,,
North Macedonia,1962,,1550000.0,4990.0,2.98,,,,,,,,,
Mali,1962,,5440000.0,1010.0,0.0323,,,,,,,,,
Malta,1962,,319000.0,2640.0,1.29,,,,,,,,,
Myanmar,1962,3590000000.0,23200000.0,1070.0,0.114,,,,,,,,,
Montenegro,1962,,521000.0,3740.0,1.19,,,,,,,,,
Mongolia,1962,,1040000.0,1160.0,1.54,,,,,,,,,
Mozambique,1962,,7680000.0,438.0,0.216,,,,,,,,,
Mauritania,1962,1050000000.0,929000.0,1270.0,0.0948,,,,,,,,,
Mauritius,1962,,717000.0,6410.0,0.291,,,,,,,,,
Malawi,1962,699000000.0,3930000.0,693.0,0.0882,,,,,,,,,
Malaysia,1962,12400000000.0,8970000.0,3120.0,0.65,,,,,,,,,
Namibia,1962,,682000.0,6650.0,,,,,,,,,,
Niger,1962,3280000000.0,3690000.0,1700.0,0.0238,,,,,,,,,
Nigeria,1962,73300000000.0,48000000.0,1670.0,0.111,,,,,,,,,
Nicaragua,1962,3940000000.0,1950000.0,4530.0,0.433,,,,,,,,,
Netherlands,1962,182000000000.0,11900000.0,16600.0,7.65,,,,,,,,,
Norway,1962,77700000000.0,3670000.0,15100.0,4.08,,,,,,,,,
Nepal,1962,3510000000.0,10600000.0,1180.0,0.00934,,,,,,,,,
Nauru,1962,,5270.0,23200.0,,,,,,,,,,
New Zealand,1962,,2530000.0,19000.0,4.83,,,,,,,,,
Oman,1962,,593000.0,2360.0,,,,,,,,,,
Pakistan,1962,20500000000.0,48400000.0,1340.0,0.323,,,,,,,,,
Panama,1962,4000000000.0,1240000.0,4640.0,0.956,,,,,,,,,
Peru,1962,33900000000.0,11100000.0,6140.0,0.925,,,,,,,,,
Philippines,1962,37200000000.0,29000000.0,2970.0,0.396,,,,,,,,,
Palau,1962,,10600.0,21300.0,,,,,,,,,,
Papua New Guinea,1962,3080000000.0,2390000.0,1430.0,0.108,,,,,,,,,
Poland,1962,,30700000.0,6620.0,7.52,,,,,,,,,
Portugal,1962,41500000000.0,8900000.0,6610.0,1.13,,,,,,,,,
Paraguay,1962,3280000000.0,2060000.0,3030.0,0.199,,,,,,,,,
Qatar,1962,,61700.0,32700.000000000004,99.5,,,,,,,,,
Romania,1962,,19100000.0,2470.0,3.65,,,,,,,,,
Rwanda,1962,974000000.0,3110000.0,714.0,0.0272,,,,,,,,,
Saudi Arabia,1962,,4520000.0,8740.0,1.54,,,,,,,,,
Sudan,1962,10700000000.0,8250000.0,2020.0,0.187,,,,,,,,,
Senegal,1962,4030000000.0000005,3480000.0,2810.0,0.247,,,,,,,,,
Singapore,1962,7610000000.0,1790000.0,4900.0,1.9,,,,,,,,,
Solomon Islands,1962,,129000.0,1340.0,0.114,,,,,,,,,
Sierra Leone,1962,1250000000.0,2430000.0,1380.0,0.153,,,,,,,,,
El Salvador,1962,,3020000.0,3720.0,0.373,,,,,,,,,
Somalia,1962,,2940000.0,1470.0,0.035,,,,,,,,,
Serbia,1962,,7730000.0,5480.0,2.37,,,,,,,,,
South Sudan,1962,,3010000.0,2700.0,0.0465,,,,,,,,,
Sao Tome and Principe,1962,,64200.0,1910.0,0.114,,,,,,,,,
Suriname,1962,1200000000.0,312000.0,7440.0,1.7,,,,,,,,,
Slovak Republic,1962,,4300000.0,9740.0,8.97,,,,,,,,,
Slovenia,1962,,1610000.0,10400.0,3.23,,,,,,,,,
Sweden,1962,144000000000.0,7630000.0,18500.0,7.25,,,,,,,,,
Eswatini,1962,,357000.0,1230.0,,,,,,,,,,
Seychelles,1962,150000000.0,44500.0,4140.0,0.165,,,,,,,,,
Chad,1962,1780000000.0,3180000.0,1160.0,0.0288,,,,,,,,,
Togo,1962,655000000.0,1630000.0,1360.0,0.0652,,,,,,,,,
Thailand,1962,19500000000.0,30000000.0,2190.0,0.186,,,,,,,,,
Tajikistan,1962,,2320000.0,4680.0,2.04,,,,,,,,,
Turkmenistan,1962,,1770000.0,6450.0,10.7,,,,,,,,,
Timor-Leste,1962,,501000.0,929.0,,,,,,,,,,
Tonga,1962,,69000.0,1790.0,0.159,,,,,,,,,
Trinidad and Tobago,1962,4560000000.0,892000.0,12000.0,1.47,,,,,,,,,
Tunisia,1962,,4380000.0,2870.0,0.444,,,,,,,,,
Tuvalu,1962,,5340.0,1820.0,,,,,,,,,,
Tanzania,1962,,11000000.0,928.0,0.0732,,,,,,,,,
Uganda,1962,,7460000.0,1370.0,0.058,,,,,,,,,
Ukraine,1962,,44300000.0,6780.0,7.05,,,,,,,,,
Uruguay,1962,15700000000.0,2640000.0,8590.0,1.64,,,,,,,,,
United States,1962,3920000000000.0,195000000.0,22500.0,16.0,,,,,,,,,
Uzbekistan,1962,,9430000.0,3640.0,5.41,,,,,,,,,
St. Vincent and the Grenadines,1962,152000000.0,84200.0,3210.0,0.174,,,,,,,,,
Vietnam,1962,,35700000.0,1620.0,0.255,,,,,,,,,
Vanuatu,1962,,69900.0,1730.0,0.472,,,,,,,,,
Samoa,1962,,120000.0,3910.0,0.184,,,,,,,,,
South Africa,1962,77700000000.0,18400000.0,8780.0,5.96,,,,,,,,,
Zambia,1962,3820000000.0,3360000.0,1750.0,1.03,,,,,,,,,
Zimbabwe,1962,5040000000.0,4179999.9999999995,1780.0,1.13,,,,,,,,,
Afghanistan,1963,,9740000.0,1500.0,0.0861,,,,,,,,,
Angola,1963,,5730000.0,2800.0,0.213,,,,,,,,,
Albania,1963,,1840000.0,3010.0,1.09,,,,,,,,,
Andorra,1963,,17500.0,23600.0,,,,,,,,,,
United Arab Emirates,1963,,138000.0,68600.0,0.133,,,,,,,,,
Argentina,1963,164000000000.0,21800000.0,11300.0,2.55,,,,,,,,,
Armenia,1963,,2150000.0,7280.0,4.16,,,,,,,,,
Antigua and Barbuda,1963,,57600.0,3780.0,1.59,,,,,,,,,
Australia,1963,242000000000.0,11100000.0,18200.0,9.85,,,,,,,,,
Austria,1963,102000000000.0,7260000.0,14400.0,5.36,,,,,,,,,
Azerbaijan,1963,,4460000.0,6090.0,5.72,,,,,,,,,
Burundi,1963,831000000.0,3030000.0,798.0,0.0158,,,,,,,,,
Belgium,1963,132000000000.0,9390000.0,15700.0,11.0,,,,,,,,,
Benin,1963,1840000000.0,2590000.0,1740.0,0.0553,,,,,,,,,
Burkina Faso,1963,1300000000.0,5100000.0,665.0,0.0216,,,,,,,,,
Bangladesh,1963,27500000000.0,53700000.0,1140.0,0.0554,,,,,,,,,
Bulgaria,1963,,8160000.0,6960.0,5.25,,,,,,,,,
Bahrain,1963,,183000.0,28600.0,8.74,,,,,,,,,
Bosnia and Herzegovina,1963,,3480000.0,4030.0,2.05,,,,,,,,,
Belarus,1963,,8430000.0,5980.0,6.64,,,,,,,,,
Belize,1963,133000000.0,103000.0,2570.0,0.818,,,,,,,,,
Bolivia,1963,5660000000.0,3960000.0,3320.0,0.374,,,,,,,,,
Brazil,1963,227000000000.0,81100000.0,4320.0,0.7,,,,,,,,,
Barbados,1963,,235000.0,7310.0,0.766,,,,,,,,,
Bhutan,1963,,247000.0,1160.0,,,,,,,,,,
Botswana,1963,231000000.0,548000.0,983.0,,,,,,,,,,
Central African Republic,1963,1000000000.0,1610000.0,1730.0,0.0456,,,,,,,,,
Canada,1963,,19300000.0,18500.0,12.3,,,,,,,,,
Switzerland,1963,,5710000.0,38700.0,4.93,,,,,,,,,
Chile,1963,32200000000.000004,8820000.0,8320.0,1.99,,,,,,,,,
China,1963,142000000000.0,708000000.0,1230.0,0.616,,,,,,,,,
Cote d'Ivoire,1963,8230000000.0,4070000.0000000005,3130.0,0.187,,,,,,,,,
Cameroon,1963,5410000000.0,5640000.0,2730.0,0.0598,,,,,,,,,
"Congo, Dem. Rep.",1963,21300000000.0,16900000.0,2660.0,0.117,,,,,,,,,
"Congo, Rep.",1963,1420000000.0,1130000.0,2470.0,0.238,,,,,,,,,
Colombia,1963,37200000000.0,18200000.0,4910.0,1.19,,,,,,,,,
Comoros,1963,,204000.0,1490.0,0.054,,,,,,,,,
Costa Rica,1963,5700000000.0,1540000.0,5580.0,0.438,,,,,,,,,
Cuba,1963,,7790000.0,3670.0,1.83,,,,,,,,,
Cyprus,1963,,579000.0,4860.0,1.73,,,,,,,,,
Germany,1963,,75700000.0,16900.0,12.8,,,,,,,,,
Djibouti,1963,,108000.0,4710.0,0.784,,,,,,,,,
Dominica,1963,,63900.0,2560.0,0.229,,,,,,,,,
Denmark,1963,103000000000.0,4720000.0,19900.0,9.14,,,,,,,,,
Dominican Republic,1963,5890000000.0,3760000.0,2880.0,0.465,,,,,,,,,
Algeria,1963,23700000000.0,12200000.0,5220.0,0.462,,,,,,,,,
Ecuador,1963,14100000000.0,5090000.0,4560.0,0.421,,,,,,,,,
Eritrea,1963,,1120000.0,1160.0,,,,,,,,,,
Spain,1963,269000000000.0,31800000.0,8320.0,2.02,,,,,,,,,
Estonia,1963,,1280000.0,8590.0,10.2,,,,,,,,,
Ethiopia,1963,,24400000.0,940.0,0.0167,,,,,,,,,
Finland,1963,61000000000.0,4550000.0,13600.0,5.02,,,,,,,,,
Fiji,1963,1030000000.0,451000.0,4750.0,0.944,,,,,,,,,
France,1963,662000000000.0,48200000.0,16400.0,7.18,,,,,,,,,
"Micronesia, Fed. Sts.",1963,,50500.0,1740.0,,,,,,,,,,
Gabon,1963,2320000000.0,525000.0,8520.0,0.363,,,,,,,,,
United Kingdom,1963,898000000000.0,53900000.0,17800.0,11.3,,,,,,,,,
Georgia,1963,,4300000.0,6350.0,3.18,,,,,,,,,
Ghana,1963,8800000000.0,7520000.0,2670.0,0.219,,,,,,,,,
Guinea,1963,,3740000.0,1500.0,0.187,,,,,,,,,
Guinea-Bissau,1963,,642000.0,1380.0,0.0914,,,,,,,,,
Equatorial Guinea,1963,,271000.0,1970.0,0.0949,,,,,,,,,
Greece,1963,58300000000.0,8420000.0,7990.0,1.57,,,,,,,,,
Grenada,1963,,94100.0,2350.0,0.234,,,,,,,,,
Guatemala,1963,9480000000.0,4730000.0,4390.0,0.374,,,,,,,,,
Guyana,1963,1610000000.0,638000.0,3460.0,1.02,,,,,,,,,
Honduras,1963,2910000000.0,2280000.0,2620.0,0.317,,,,,,,,,
Croatia,1963,,4300000.0,7660.0,1.8,,,,,,,,,
Haiti,1963,6760000000.0,4179999.9999999995,2090.0,0.0719,,,,,,,,,
Hungary,1963,,10100000.0,8560.0,6.16,,,,,,,,,
Indonesia,1963,57500000000.0,97600000.0,1830.0,0.229,,,,,,,,,
India,1963,166000000000.0,489000000.0,1470.0,0.308,,,,,,,,,
Ireland,1963,,2810000.0,9490.0,5.06,,,,,,,,,
Iraq,1963,,8119999.999999999,5770.0,1.12,,,,,,,,,
Iceland,1963,,189000.0,15600.0,6.91,,,,,,,,,
Israel,1963,,2410000.0,10900.0,3.79,,,,,,,,,
Italy,1963,607000000000.0,51300000.0,14300.0,3.43,,,,,,,,,
Jamaica,1963,,1730000.0,5540.0,2.35,,,,,,,,,
Jordan,1963,,1100000.0,5620.0,1.13,,,,,,,,,
Japan,1963,863000000000.0,97400000.0,10400.0,3.69,,,,,,,,,
Kazakhstan,1963,,11500000.0,10700.0,10.0,,,,,,,,,
Kenya,1963,7030000000.0,9220000.0,1900.0,0.306,,,,,,,,,
Kyrgyz Republic,1963,,2490000.0,5130.0,4.26,,,,,,,,,
Cambodia,1963,,6330000.0,1250.0,0.0539,,,,,,,,,
Kiribati,1963,,45400.0,3630.0,0.404,,,,,,,,,
St. Kitts and Nevis,1963,,49900.0,3780.0,,,,,,,,,,
Kuwait,1963,,424000.0,75900.0,59.8,,,,,,,,,
Lebanon,1963,,2040000.0,7160.0,1.6,,,,,,,,,
Liberia,1963,,1220000.0,2120.0,0.397,,,,,,,,,
Libya,1963,,1670000.0,4790.0,0.398,,,,,,,,,
St. Lucia,1963,,94600.0,2490.0,0.232,,,,,,,,,
Sri Lanka,1963,6900000000.0,10800000.0,2400.0,0.21,,,,,,,,,
Lesotho,1963,272000000.0,904000.0,742.0,,,,,,,,,,
Lithuania,1963,,2930000.0,10700.0,5.27,,,,,,,,,
Luxembourg,1963,9410000000.0,327000.0,22600.0,37.6,,,,,,,,,
Latvia,1963,,2240000.0,9320.0,3.69,,,,,,,,,
Morocco,1963,,13900000.0,2490.0,0.319,,,,,,,,,
Moldova,1963,,3280000.0,6200.0,4.17,,,,,,,,,
Madagascar,1963,4460000000.0,5630000.0,2140.0,0.086,,,,,,,,,
Maldives,1963,,100000.0,2840.0,,,,,,,,,,
Mexico,1963,188000000000.0,42800000.0,6740.0,1.74,,,,,,,,,
Marshall Islands,1963,,16700.0,2110.0,,,,,,,,,,
North Macedonia,1963,,1570000.0,6390.0,3.33,,,,,,,,,
Mali,1963,,5500000.0,1040.0,0.032,,,,,,,,,
Malta,1963,,321000.0,2740.0,1.55,,,,,,,,,
Myanmar,1963,3700000000.0,23700000.0,1040.0,0.121,,,,,,,,,
Montenegro,1963,,529000.0,4340.0,1.33,,,,,,,,,
Mongolia,1963,,1070000.0,1190.0,1.9,,,,,,,,,
Mozambique,1963,,7860000.0,447.0,0.272,,,,,,,,,
Mauritania,1963,1340000000.0,957000.0,1700.0,0.123,,,,,,,,,
Mauritius,1963,,736000.0,5720.0,0.419,,,,,,,,,
Malawi,1963,718000000.0,4030000.0000000005,661.0,0.0818,,,,,,,,,
Malaysia,1963,13000000000.0,9250000.0,3240.0,0.8,,,,,,,,,
Namibia,1963,,699000.0,7540.0,,,,,,,,,,
Niger,1963,3290000000.0,3800000.0,1670.0,0.0251,,,,,,,,,
Nigeria,1963,76900000000.0,49100000.0,1690.0,0.148,,,,,,,,,
Nicaragua,1963,4400000000.0,2009999.9999999998,4950.0,0.473,,,,,,,,,
Netherlands,1963,197000000000.0,12100000.0,17800.0,8.01,,,,,,,,,
Norway,1963,81600000000.0,3700000.0,15900.0,4.38,,,,,,,,,
Nepal,1963,3780000000.0,10800000.0,1190.0,0.0139,,,,,,,,,
Nauru,1963,,5590.0,26300.0,5.25,,,,,,,,,
New Zealand,1963,,2580000.0,19600.0,5.08,,,,,,,,,
Oman,1963,,609000.0,2400.0,0.0181,,,,,,,,,
Pakistan,1963,22100000000.0,49600000.0,1400.0,0.323,,,,,,,,,
Panama,1963,4179999999.9999995,1280000.0,4750.0,0.974,,,,,,,,,
Peru,1963,36100000000.0,11400000.0,6370.0,1.08,,,,,,,,,
Philippines,1963,38400000000.0,30000000.0,2980.0,0.428,,,,,,,,,
Palau,1963,,10800.0,22400.0,,,,,,,,,,
Papua New Guinea,1963,3340000000.0,2430000.0,1540.0,0.11,,,,,,,,,
Poland,1963,,31100000.0,6890.0,7.83,,,,,,,,,
Portugal,1963,44100000000.0,8890000.0,7050.0,1.24,,,,,,,,,
Paraguay,1963,3420000000.0,2120000.0,3120.0,0.204,,,,,,,,,
Qatar,1963,,67600.0,40800.0,92.9,,,,,,,,,
Romania,1963,,19200000.0,2780.0,3.75,,,,,,,,,
Rwanda,1963,852000000.0,3160000.0,622.0,0.0116,,,,,,,,,
Saudi Arabia,1963,,4680000.0,9270.0,1.51,,,,,,,,,
Sudan,1963,10600000000.0,8500000.0,2010.0,0.2,,,,,,,,,
Senegal,1963,4190000000.0000005,3580000.0,2800.0,0.258,,,,,,,,,
Singapore,1963,7370000000.0,1830000.0,4670.0,2.02,,,,,,,,,
Solomon Islands,1963,,133000.0,1370.0,0.138,,,,,,,,,
Sierra Leone,1963,1330000000.0,2470000.0,1370.0,0.123,,,,,,,,,
El Salvador,1963,,3110000.0,3990.0,0.396,,,,,,,,,
Somalia,1963,,3000000.0,1280.0,0.0452,,,,,,,,,
Serbia,1963,,7780000.0,6010.0,2.67,,,,,,,,,
South Sudan,1963,,3070000.0,2620.0,0.0505,,,,,,,,,
Sao Tome and Principe,1963,,64300.0,2020.0,0.171,,,,,,,,,
Suriname,1963,1270000000.0,320000.0,7660.0,1.89,,,,,,,,,
Slovak Republic,1963,,4340000.0,10100.0,9.24,,,,,,,,,
Slovenia,1963,,1620000.0,11300.0,3.64,,,,,,,,,
Sweden,1963,153000000000.0,7690000.0,19600.0,7.86,,,,,,,,,
Eswatini,1963,,365000.0,1390.0,0.0301,,,,,,,,,
Seychelles,1963,159000000.0,45700.0,4260.0,0.161,,,,,,,,,
Chad,1963,1740000000.0,3250000.0,1120.0,0.0305,,,,,,,,,
Togo,1963,748000000.0,1660000.0,1520.0,0.0794,,,,,,,,,
Thailand,1963,20800000000.0,30900000.0,2260.0,0.242,,,,,,,,,
Tajikistan,1963,,2400000.0,5190.0,2.09,,,,,,,,,
Turkmenistan,1963,,1830000.0,7140.0,11.0,,,,,,,,,
Timor-Leste,1963,,510000.0,968.0,,,,,,,,,,
Tonga,1963,,71700.0,1810.0,0.153,,,,,,,,,
Trinidad and Tobago,1963,4910000000.0,903000.0,12000.0,4.2,,,,,,,,,
Tunisia,1963,,4460000.0,2920.0,0.618,,,,,,,,,
Tuvalu,1963,,5350.0,1840.0,,,,,,,,,,
Tanzania,1963,,11300000.0,960.0,0.0916,,,,,,,,,
Uganda,1963,,7720000.0,1420.0,0.0636,,,,,,,,,
Ukraine,1963,,44800000.0,7610.0,7.41,,,,,,,,,
Uruguay,1963,16100000000.000002,2670000.0,8630.0,1.71,,,,,,,,,
United States,1963,4139999999999.9995,197000000.0,23500.0,16.5,,,,,,,,,
Uzbekistan,1963,,9760000.0,4070.0,5.57,,,,,,,,,
St. Vincent and the Grenadines,1963,157000000.0,85100.0,3280.0,0.215,,,,,,,,,
Vietnam,1963,,36800000.0,1630.0,0.321,,,,,,,,,
Vanuatu,1963,,72100.0,1760.0,0.864,,,,,,,,,
Samoa,1963,,123000.0,3950.0,0.208,,,,,,,,,
South Africa,1963,83900000000.0,18900000.0,9260.0,6.33,,,,,,,,,
Zambia,1963,4290000000.0,3460000.0,1960.0,0.946,,,,,,,,,
Zimbabwe,1963,4980000000.0,4320000.0,1920.0,1.03,,,,,,,,,
Afghanistan,1964,,9960000.0,1500.0,0.101,,,,,,,,,
Angola,1964,,5770000.0,2960.0,0.206,,,,,,,,,
Albania,1964,,1900000.0,3130.0,1.15,,,,,,,,,
Andorra,1964,,18500.0,25500.0,,,,,,,,,,
United Arab Emirates,1964,,150000.0,75200.0,0.147,,,,,,,,,
Argentina,1964,182000000000.0,22200000.0,12200.0,2.66,,,,,,,,,
Armenia,1964,,2210000.0,7510.0,4.28,,,,,,,,,
Antigua and Barbuda,1964,,58700.0,3920.0,2.56,,,,,,,,,
Australia,1964,256000000000.0,11300000.0,18700.0,10.7,,,,,,,,,
Austria,1964,105000000000.0,7310000.0,14800.0,5.23,,,,,,,,,
Azerbaijan,1964,,4590000.0,6320.0,5.89,,,,,,,,,
Burundi,1964,864000000.0,3090000.0,805.0,0.0118,,,,,,,,,
Belgium,1964,137000000000.0,9440000.0,16200.0,11.2,,,,,,,,,
Benin,1964,1930000000.0,2630000.0,1790.0,0.0571,,,,,,,,,
Burkina Faso,1964,1350000000.0,5170000.0,651.0,0.0198,,,,,,,,,
Bangladesh,1964,27900000000.0,55400000.0,1180.0,0.0564,,,,,,,,,
Bulgaria,1964,,8220000.000000001,7380.0,5.63,,,,,,,,,
Bahrain,1964,,187000.0,29800.0,6.55,,,,,,,,,
Bosnia and Herzegovina,1964,,3540000.0,4080.0,2.07,,,,,,,,,
Belarus,1964,,8510000.0,6260.0,6.98,,,,,,,,,
Belize,1964,140000000.0,106000.0,2620.0,0.795,,,,,,,,,
Bolivia,1964,5940000000.0,4040000.0,3420.0,0.374,,,,,,,,,
Brazil,1964,232000000000.0,83400000.0,4310.0,0.676,,,,,,,,,
Barbados,1964,,235000.0,7430.0,0.872,,,,,,,,,
Bhutan,1964,,254000.0,1180.0,,,,,,,,,,
Botswana,1964,244000000.0,560000.0,923.0,,,,,,,,,,
Central African Republic,1964,1010000000.0,1640000.0,1710.0,0.0537,,,,,,,,,
Canada,1964,,19600000.0,19400.0,12.8,,,,,,,,,
Switzerland,1964,,5810000.0,39400.0,5.22,,,,,,,,,
Chile,1964,32500000000.0,8990000.0,8140.0,1.98,,,,,,,,,
China,1964,166000000000.0,724000000.0,1310.0,0.656,,,,,,,,,
Cote d'Ivoire,1964,7970000000.0,4230000.0,2930.0,0.278,,,,,,,,,
Cameroon,1964,5520000000.0,5770000.0,2820.0,0.054,,,,,,,,,
"Congo, Dem. Rep.",1964,21500000000.0,17400000.0,2550.0,0.142,,,,,,,,,
"Congo, Rep.",1964,1480000000.0,1160000.0,2500.0,0.213,,,,,,,,,
Colombia,1964,38500000000.0,18700000.0,4920.0,1.22,,,,,,,,,
Comoros,1964,,207000.0,1490.0,0.0707,,,,,,,,,
Costa Rica,1964,6170000000.0,1590000.0,5920.0,0.532,,,,,,,,,
Cuba,1964,,7960000.0,3590.0,1.84,,,,,,,,,
Cyprus,1964,,581000.0,5980.0,1.98,,,,,,,,,
Germany,1964,,76300000.0,17700.0,12.6,,,,,,,,,
Djibouti,1964,,115000.0,4700.0,1.05,,,,,,,,,
Dominica,1964,,65000.0,2190.0,0.226,,,,,,,,,
Denmark,1964,107000000000.0,4760000.0,20800.0,9.31,,,,,,,,,
Dominican Republic,1964,5160000000.0,3880000.0,2470.0,0.399,,,,,,,,,
Algeria,1964,25100000000.0,12600000.0,5550.0,0.525,,,,,,,,,
Ecuador,1964,14600000000.0,5240000.0,4870.0,0.434,,,,,,,,,
Eritrea,1964,,1150000.0,1220.0,,,,,,,,,,
Spain,1964,285000000000.0,32100000.0,8960.0,2.21,,,,,,,,,
Estonia,1964,,1290000.0,8980.0,10.6,,,,,,,,,
Ethiopia,1964,,25000000.0,967.0,0.0258,,,,,,,,,
Finland,1964,64200000000.0,4570000.0,14300.0,5.54,,,,,,,,,
Fiji,1964,1010000000.0,464000.0,4490.0,0.743,,,,,,,,,
France,1964,694000000000.0,48700000.0,17100.0,7.23,,,,,,,,,
"Micronesia, Fed. Sts.",1964,,52200.0,1770.0,,,,,,,,,,
Gabon,1964,2510000000.0,533000.0,9180.0,0.406,,,,,,,,,
United Kingdom,1964,917000000000.0,54200000.0,18100.0,11.5,,,,,,,,,
Georgia,1964,7040000000.0,4370000.0,6670.0,3.31,,,,,,,,,
Ghana,1964,8920000000.0,7740000.0,2680.0,0.22,,,,,,,,,
Guinea,1964,,3800000.0,1540.0,0.183,,,,,,,,,
Guinea-Bissau,1964,,650000.0,1460.0,0.102,,,,,,,,,
